run, subrun, event, track-id, start wire, start time-tick, end wire, end time-tick 
5982, 16, 831, 3, 1111, 3959.62, 1114, 3963.51
5982, 24, 1205, 4, 1594, 2497.62, 1614, 2531.54
5982, 39, 1964, 6, 1743, 970.929, 1746, 978.15
5983, 0, 42, 5, 1847, 2320.79, 1848, 2365.89
5983, 0, 50, 8, 2692, 2558.85, 2698, 2570.69
5983, 21, 1081, 0, 2493, 3166.97, 2506, 3179.98
5983, 28, 1403, 3, 256, 4303.62, 266, 4325.75
5983, 42, 2107, 2, 1362, 3080.52, 1368, 3080.58
5983, 44, 2242, 2, 2115, 4140.24, 2135, 4286.18
5983, 53, 2668, 6, 278, 4988.29, 280, 4988.49
5983, 55, 2790, 5, 1655, 2234.47, 1669, 2357.38
5983, 56, 2836, 6, 2115, 5032.65, 2124, 5041.38
5983, 72, 3608, 8, 3384, 3955.03, 3390, 3959.41
5983, 82, 4119, 6, 1866, 5056.78, 1904, 5258.62
5983, 84, 4212, 5, 391, 886.067, 399, 921.596
5983, 93, 4668, 4, 1316, 4296.63, 1363, 4369.12
5983, 96, 4836, 5, 1281, 3592.9, 1293, 3635.84
5985, 1, 93, 2, 2121, 4886.26, 2127, 4922.44
5985, 6, 305, 3, 1699, 4401.94, 1712, 4428.28
5985, 8, 433, 8, 2197, 4043.05, 2209, 4099.7
5985, 18, 916, 5, 451, 2663.01, 454, 2701.73
5985, 20, 1005, 6, 2053, 1586.72, 2084, 1643.18
5985, 32, 1618, 8, 640, 4808.98, 644, 4833.12
5985, 50, 2526, 8, 2516, 4011.12, 2518, 4011.66
5985, 50, 2538, 7, 1305, 2365.21, 1317, 2393.93
5985, 58, 2915, 4, 453, 3042.49, 454, 3042.69
5985, 76, 3831, 1, 2806, 1497.86, 2840, 1557.93
5985, 80, 4048, 6, 1126, 2726.71, 1130, 2727.62
5985, 81, 4079, 5, 2073, 5116.52, 2079, 5122.21
5985, 90, 4507, 3, 3256, 2182.83, 3302, 2389.44
5985, 99, 4981, 5, 3227, 1970.49, 3234, 2059.91
5985, 102, 5121, 5, 2106, 5158.08, 2108, 5179.15
5985, 115, 5756, 2, 296, 2692.31, 303, 2701.05
5985, 118, 5917, 4, 235, 4419.85, 243, 4420.61
5985, 124, 6222, 3, 293, 1577.49, 303, 1581.07
5985, 135, 6760, 3, 1168, 3377.27, 1174, 3413.84
5985, 142, 7136, 0, 224, 1437.33, 293, 1581.36
5985, 150, 7532, 5, 1015, 4457.28, 1026, 4481.08
5985, 161, 8097, 13, 1171, 2310.13, 1193, 2375.86
5985, 169, 8494, 8, 40, 4947.89, 64, 5001.36
5985, 180, 9036, 11, 1142, 3310.59, 1153, 3346.02
5985, 187, 9393, 9, 3139, 4188.55, 3145, 4242.12
5985, 193, 9699, 9, 2950, 4441.57, 2956, 4454.74
5986, 4, 203, 2, 71, 3708.99, 83, 3711.09
5987, 2, 111, 6, 2105, 3653.28, 2109, 3655.48
5987, 8, 415, 2, 2657, 3042.8, 2662, 3063.25
5987, 11, 560, 5, 3129, 4296.44, 3162, 4336.68
5988, 4, 209, 0, 1106, 3977.65, 1107, 4088.27
5988, 10, 545, 3, 284, 1396.88, 300, 1467.95
5988, 11, 575, 4, 2668, 4978.49, 2778, 4993.93
5988, 19, 977, 5, 3261, 4392.27, 3307, 4604.97
5988, 32, 1640, 3, 3285, 3756.83, 3298, 3807.79
5988, 33, 1696, 5, 127, 2174.66, 138, 2197.34
5990, 8, 450, 6, 624, 2121.68, 639, 2159.39
5990, 20, 1042, 3, 2958, 2943.06, 2969, 2958.11
5990, 20, 1043, 4, 1482, 1215.28, 1491, 1218.97
5990, 25, 1251, 7, 1939, 2422.21, 1965, 2549.27
5990, 37, 1853, 8, 1827, 2104.36, 1832, 2105.02
5994, 1, 58, 10, 2115, 3640.6, 2132, 3682.09
5994, 16, 843, 5, 145, 3966.7, 152, 4002.05
5994, 17, 881, 13, 2837, 3175.85, 2843, 3186.15
5994, 38, 1928, 5, 586, 5288.07, 593, 5341.94
5994, 40, 2045, 1, 687, 3578.19, 692, 3597.29
5994, 47, 2356, 5, 2038, 4634.74, 2088, 4890.06
5996, 6, 331, 3, 482, 2572.05, 487, 2572.21
5996, 16, 801, 7, 357, 4772.68, 367, 4797.1
5996, 18, 918, 4, 537, 1487.39, 584, 1614.26
5996, 23, 1197, 8, 843, 4969.1, 856, 5056.2
5996, 27, 1394, 2, 1784, 1114.34, 1809, 1408.82
5996, 36, 1818, 1, 2084, 2470.85, 2122, 2565.54
5996, 36, 1843, 2, 3283, 4198.42, 3311, 4229.95
5996, 42, 2140, 1, 1356, 4660.39, 1390, 4920.91
5996, 43, 2193, 4, 2670, 3388.31, 2682, 3406.57
5996, 59, 2961, 2, 1366, 5275.05, 1377, 5328.41
5996, 68, 3407, 9, 432, 2335.85, 434, 2343.75
5996, 71, 3564, 3, 832, 1740.77, 943, 1905.21
